global	insAddr	funcEntry	refType	elemIndices	elemCount	firstTarget	instruction	discovery
clientSelectionChanged	0x004583B3	0x00458220	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],BL	ghidra-ref
clientSelectionChanged	0x0045D09B	0x0045D040	WRITE	0	1	0x0059723C	MOV [0x0059723c],AL	ghidra-ref
clientSelectionChanged	0x0046FC03	0x0046FB40	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],0x1	ghidra-ref
clientSelectionChanged	0x0046FDE3	0x0046FB40	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],0x1	ghidra-ref
clientSelectionChanged	0x00496CEE	0x00496B40	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],0x1	ghidra-ref
clientSelectionChanged	0x0049AF5C	0x0049AEF0	WRITE	0	1	0x0059723C	MOV [0x0059723c],AL	ghidra-ref
clientSelectionChanged	0x0049F80E	0x0049F7A0	WRITE	0	1	0x0059723C	MOV [0x0059723c],AL	ghidra-ref
clientSelectionChanged	0x004C3756		UNCLASSIFIED	0	1	0x0059723C	?? 3Ch    <	raw-dword-only
clientSelectionChanged	0x004C3931		UNCLASSIFIED	0	1	0x0059723C	?? 3Ch    <	raw-dword-only
clientSelectionChanged	0x004C3940		UNCLASSIFIED	0	1	0x0059723C	?? 3Ch    <	raw-dword-only
clientSelectionChanged	0x004C3B11		UNCLASSIFIED	0	1	0x0059723C	?? 3Ch    <	raw-dword-only
clientSelectionChanged	0x004C3B20		UNCLASSIFIED	0	1	0x0059723C	?? 3Ch    <	raw-dword-only
clientSelectionChanged	0x004C3B82	0x004C3B40	WRITE	0	1	0x0059723C	MOV [0x0059723c],AL	ghidra-ref
clientSelectionChanged	0x004D08DD	0x004D0820	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],0x1	ghidra-ref
clientSelectionChanged	0x004D93F0	0x004D93F0	READ	0	1	0x0059723C	MOV AL,[0x0059723c]	ghidra-ref
clientSelectionChanged	0x004D93FE	0x004D93F0	WRITE	0	1	0x0059723C	MOV byte ptr [0x0059723c],0x0	ghidra-ref
end_clientSelectionGroup2	0x004C080F	0x004C07B0	READ	0	1	0x0059727C	MOV ESI,dword ptr [0x0059727c]	ghidra-ref
end_clientSelectionGroup2	0x004C083E	0x004C07B0	WRITE	0	1	0x0059727C	MOV [0x0059727c],EAX	ghidra-ref
end_playersSelections	0x004966DF	0x004965D0	DATA	0	1	0x00628668	MOV dword ptr [EBP + -0x10],EBX	ghidra-ref
end_playersSelections	0x004966E2	0x004965D0	READ	0	1	0x00628668	MOV ECX,dword ptr [EBX]	ghidra-ref
end_playersSelections	0x00499AE2	0x00499A60	DATA	0	1	0x00628668	MOV EDI,0x628668	ghidra-ref
end_playersSelections	0x00499D41		UNCLASSIFIED	0	1	0x00628668	?? 68h    h	raw-dword-only
end_playersSelections	0x00499D4A		UNCLASSIFIED	0	1	0x00628668	?? 68h    h	raw-dword-only
end_playersSelections	0x00499DEB	0x00499D50	DATA	0	1	0x00628668	PUSH 0x628668	ghidra-ref
end_playersSelections	0x004C2590	0x004C2560	READ	0	1	0x00628668	MOV EDI,dword ptr [EAX + -0x4]	ghidra-ref
end_playersSelections	0x004C2662	0x004C2560	READ	0	1	0x00628668	MOV EDX,dword ptr [EAX + ECX*0x4]	ghidra-ref
end_playersSelections	0x004C27E0	0x004C2750	READ	0	1	0x00628668	MOV EDX,dword ptr [EAX + ECX*0x4]	ghidra-ref
end_playersSelections	0x004EEBFD	0x004EE8C0	READ	0	1	0x00628668	MOV AL,[0x00628668]	ghidra-ref
end_playersSelections	0x004EEC12	0x004EE8C0	DATA	0	1	0x00628668	AND EAX,0x628668	ghidra-ref
end_playersSelections	0x004EEDE1	0x004EED10	READ	0	1	0x00628668	MOVSD.REP ES:EDI,ESI	ghidra-ref
gap_0x00597238	0x004234EE	0x004234D0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004235CB	0x00423540	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x004236A8	0x00423660	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x004243DB	0x00424380	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x00424690	0x00424660	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x004259C7	0x00425960	DATA	0	1	0x00597238	CMP EDI,0x597238	ghidra-ref
gap_0x00597238	0x004282F5	0x004282E0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428325	0x00428310	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004283A3	0x00428360	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004283D8	0x004283C0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428497	0x00428480	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004284C7	0x004284B0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428585	0x00428560	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004285C5	0x004285A0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004285F5	0x004285E0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428625	0x00428610	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428655	0x00428640	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428685	0x00428670	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004286C8	0x004286A0	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x0042870C	0x004286E0	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x00428752	0x00428730	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x004287A2	0x00428780	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x0042887E	0x00428860	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004289B5	0x00428990	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428A35	0x00428A10	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00428D7F	0x00428D40	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x00428DE5	0x00428DA0	DATA	0	1	0x00597238	CMP EDX,0x597238	ghidra-ref
gap_0x00597238	0x00428EB8	0x00428EA0	DATA	0	1	0x00597238	CMP ESI,0x597238	ghidra-ref
gap_0x00597238	0x00428F11	0x00428ED0	DATA	0	1	0x00597238	CMP ESI,0x597238	ghidra-ref
gap_0x00597238	0x00428F7C	0x00428F30	DATA	0	1	0x00597238	CMP ESI,0x597238	ghidra-ref
gap_0x00597238	0x00428FC2	0x00428FA0	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x00429051	0x00428FF0	DATA	0	1	0x00597238	CMP EDI,0x597238	ghidra-ref
gap_0x00597238	0x004290C1	0x00429070	DATA	0	1	0x00597238	CMP ESI,0x597238	ghidra-ref
gap_0x00597238	0x00429147	0x004290F0	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x004291A9	0x00429170	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x004291F9	0x004291C0	DATA	0	1	0x00597238	CMP ECX,0x597238	ghidra-ref
gap_0x00597238	0x00429296	0x00429210	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x00429348	0x004292C0	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x004293BC	0x00429370	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x0042942E	0x004293E0	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x004294B1	0x00429470	DATA	0	1	0x00597238	CMP ESI,0x597238	ghidra-ref
gap_0x00597238	0x00458C8E	0x00458BC0	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x0046F7E7	0x0046F5B0	DATA	0	1	0x00597238	CMP EAX,0x597238	ghidra-ref
gap_0x00597238	0x004C3880	0x004C3780	READ	0	1	0x00597238	MOV EAX,[0x00597238]	ghidra-ref
gap_0x00597238	0x004C38F2	0x004C38B0	DATA	0	1	0x00597238	CMP EBX,0x597238	ghidra-ref
gap_0x00597238	0x004C3A09	0x004C3950	WRITE	0	1	0x00597238	MOV [0x00597238],EAX	ghidra-ref
gap_0x0059723E	0x004C35C1		UNCLASSIFIED	2	1	0x00597244	?? 44h    D	raw-dword-only
gap_0x0059723E	0x004C35DD		UNCLASSIFIED	2	1	0x00597244	?? 44h    D	raw-dword-only
gap_0x0059723E	0x004C3671	0x004C35F0	DATA	0	1	0x00597240	MOV ECX,0x597240	ghidra-ref
gap_0x0059723E	0x004C39B0	0x004C3950	WRITE	1	1	0x00597244	MOV dword ptr [0x00597244],0x0	ghidra-ref
gap_0x0059723E	0x004C39DD	0x004C3950	WRITE	1	1	0x00597242	MOV [0x00597242],AX	ghidra-ref
gap_0x0059723E	0x004C39E3	0x004C3950	DATA	0	1	0x00597240	MOV EAX,0x597240	ghidra-ref
gap_0x0059723E	0x004C39E8	0x004C3950	WRITE	0	1	0x00597240	MOV word ptr [0x00597240],DX	ghidra-ref
gap_0x0059723E	0x004C39EF	0x004C3950	WRITE	1	1	0x00597244	MOV dword ptr [0x00597244],ECX	ghidra-ref
gap_0x0059723E	0x004C39FE	0x004C3950	DATA	0	1	0x00597240	MOV EDI,0x597240	ghidra-ref
gap_0x0059723E	0x004C3C15	0x004C3BB0	READ	1	1	0x00597244	MOV EAX,[0x00597244]	ghidra-ref
gap_0x0059723E	0x004C3C2F	0x004C3BB0	WRITE	1	1	0x00597244	MOV dword ptr [0x00597244],EBX	ghidra-ref
primarySelected	0x00423199	0x00423190	READ	0	1	0x00597248	MOV EDI,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x00423236	0x00423230	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423519	0x004234D0	READ	0	1	0x00597248	MOV EDX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x004235D3	0x00423540	READ	0	1	0x00597248	MOV EBX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x004236B0	0x00423660	READ	0	1	0x00597248	MOV EBX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x00423764	0x00423760	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423794	0x00423790	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423864	0x00423860	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423944	0x00423930	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423B04	0x00423B00	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423B41		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00423C54	0x00423C50	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423D14	0x00423D10	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423DD4	0x00423DD0	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00423E91		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00423EB4	0x00423EB0	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00424511		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424522		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x004246B1		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x004246D0	0x004246D0	READ	0	1	0x00597248	MOV EDX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x00424786	0x00424780	READ	0	1	0x00597248	MOV ESI,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x004248F0	0x004248F0	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00424980	0x00424980	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x004249E1		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424A1A		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424ACA		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424AF1		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424B1B		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424B59		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424BE4	0x00424BA0	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00424C20	0x00424BA0	READ	0	1	0x00597248	MOV EDX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x00424E4C	0x00424BA0	READ	0	1	0x00597248	MOV ECX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x00424F18		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00424FC4		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00425145		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x00425181		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x004251F1		UNCLASSIFIED	0	1	0x00597248	?? 48h    H	raw-dword-only
primarySelected	0x0042523B	0x00425230	READ	0	1	0x00597248	MOV EAX,[0x00597248]	ghidra-ref
primarySelected	0x00425314	0x00425310	READ	0	1	0x00597248	MOV EDX,dword ptr [0x00597248]	ghidra-ref
primarySelected	0x004253D4	0x004253D0	READ	0	1	0x00597248	MOV EDX,dword ptr [0x00597248]	ghidra-ref
